Order ID,Workflow ID,Store Name,Store ID,Shop ID,Order Date,Order Accept Time,Dining Mode,Payment Mode,Order Channel,Item Name,External ID ,External Data,Item Priced By,Unit Sold By,Estimated Average Weight,Requested Weight,Final Weight,Requested Count,Final Count,Requested Quantity,Final Quantity,Unit price,Customer Uber-Membership Status,Sales (excl. VAT),VAT1 on Sales,VAT2 on Sales,VAT3 on Sales,Sales (incl. VAT),Order Error Adjustments (excl. VAT),VAT 1 on order error adjustments,VAT 2 on order error adjustments,VAT 3 on order error adjustments,Order Error Adjustments (incl. VAT),Offers on items (excl. VAT),VAT 1 on offers on items,VAT 2 on offers on items,VAT 3 on offers on items,Offers on items (incl. VAT),Offer Redemption Fee,VAT On Offer Redemption Fee,Marketing Adjustment (incl. VAT),Meal Voucher,Meal Voucher provider,Price Adjustments (excl. VAT),VAT on Price Adjustments,Price Adjustments (incl. VAT),Delivery Fee (excl VAT),VAT1 on Delivery Fee,VAT2 on Delivery Fee,VAT3 on Delivery Fee,Delivery Fee (incl VAT),Pick and Pack Fee,VAT On Pick And Pack Fee,Bag Fee,Delivery Offer Redemptions (excl. VAT),VAT on Delivery Offer Redemptions,Delivery Offer Redemptions (incl. VAT),Total Order (incl VAT),Merchant to Customer Invoice Link,Cost of Delivery (excl VAT),VAT on cost of delivery,Cost of Delivery (incl VAT),Courier to Merchant Invoice Link,Marketplace Fee before discount (excl VAT),Marketplace Fee discount (excl VAT),Marketplace Fee after discount (excl VAT),VAT on Marketplace fee after discount ,Marketplace Fee after discount (incl VAT),Uber to Merchant Invoice Link,VAT Adjustment,Profit on Delivery Fee,Tips,Other payments description,Other payments (incl VAT),Total payout ,Payout Date,Order Status,Retailer Loyalty ID,Payout reference ID
,4f380e4a-4bca-4608-a7b6-e17869df69c1,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/1/26,2:05 PM,Delivery - Partner Using Uber App,,Unknown,The Sinner Combo,The_Sinner_Combo,,Count,Count,0,0,0,1,1,1,1,14.9,,15.37,0,1.53,0,16.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#F9884,c5ba97f5-672f-424a-bda3-f509ed8f9884,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/1/26,3:23 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Non-member,38.91,0,3.89,0,42.8,0,0,0,0,0,-8.13,0,-0.81,0,-8.94,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.86,https://restaurant.uber.com/manager/payments/invoices/order/babef0d1-edd5-5095-800a-78c6375dfcd7?invoiceType=restaurant_to_customer,0,0,0,,-6.09,0,-6.09,-1.28,-7.37,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=d32b6d13-9ede-5beb-973f-c375e9594017,0,0,0,,0,26.49,5/4/26,Completed,,0A2KV5VLQ9BN
,c5ba97f5-672f-424a-bda3-f509ed8f9884,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/1/26,3:23 PM,Delivery - Partner Using Uber App,,iOS,The Trufa Corp,The_Trufa_Corp,,Count,Count,0,0,0,1,1,1,1,14.9,,19.46,0,1.94,0,21.4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c5ba97f5-672f-424a-bda3-f509ed8f9884,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/1/26,3:23 PM,Delivery - Partner Using Uber App,,iOS,The Trufa Corp,The_Trufa_Corp,,Count,Count,0,0,0,1,1,1,1,14.9,,19.45,0,1.95,0,21.4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#F9884,c5ba97f5-672f-424a-bda3-f509ed8f9884,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/1/26,3:23 PM,,,Unknown,,,,,,,,,,,,,,Non-member,0,0,0,0,0,-9.34,0,-0.94,0,-10.28,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.28,,0,0,0,,0,0,0,0,0,,0,0,0,,0,-10.28,5/4/26,Refund,,0A2KV5VLQ9BN
,c5ba97f5-672f-424a-bda3-f509ed8f9884,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/1/26,3:23 PM,,,Unknown,The Trufa Corp,The_Trufa_Corp,,Count,Count,0,0,0,1,1,1,1,14.9,,0,0,0,0,0,-21.4,0,1.95,0,-21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c5ba97f5-672f-424a-bda3-f509ed8f9884,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/1/26,3:23 PM,,,Unknown,The Trufa Corp,The_Trufa_Corp,,Count,Count,0,0,0,1,1,1,1,14.9,,0,0,0,0,0,-21.4,0,1.95,0,-21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#863FA,481ffa19-67c9-4c52-abd4-41cfbe7863fa,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/1/26,3:11 PM,Delivery - Partner Using Uber App,Unknown,Android,,,,,,,,,,,,,,Uber One member,13.55,0,1.35,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,https://restaurant.uber.com/manager/payments/invoices/order/9ac67ef2-88aa-5dd8-9235-bbc2545f4583?invoiceType=restaurant_to_customer,0,0,0,,-2.91,0,-2.91,-0.61,-3.52,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=d32b6d13-9ede-5beb-973f-c375e9594017,0,0,0,,0,11.38,5/4/26,Completed,,0A2KV5VLQ9BN
,481ffa19-67c9-4c52-abd4-41cfbe7863fa,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/1/26,3:11 PM,Delivery - Partner Using Uber App,,Android,The Sinner Combo,The_Sinner_Combo,,Count,Count,0,0,0,1,1,1,1,14.9,,13.55,0,1.35,0,14.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#97140,411e15e3-2b06-4bde-b479-420ddc297140,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/1/26,11:26 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Non-member,30.82,0,3.08,0,33.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9,https://restaurant.uber.com/manager/payments/invoices/order/2747f4b3-8b84-5935-a254-d4a107c179bd?invoiceType=restaurant_to_customer,0,0,0,,-6.1,0,-6.1,-1.28,-7.38,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=d32b6d13-9ede-5beb-973f-c375e9594017,0,0,0,,0,26.52,5/4/26,Completed,,0A2KV5VLQ9BN
,411e15e3-2b06-4bde-b479-420ddc297140,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/1/26,11:26 PM,Delivery - Partner Using Uber App,,iOS,Pleasure for 2,Pleasure_for_2,,Count,Count,0,0,0,1,1,1,1,31.9,,30.82,0,3.08,0,33.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#9AC7E,57a489eb-41c3-4198-8a2f-fc326069ac7e,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/2/26,3:41 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Non-member,39.64,0,3.96,0,43.6,0,0,0,0,0,-7.86,0,-0.78,0,-8.64,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.96,https://restaurant.uber.com/manager/payments/invoices/order/b5f53c00-cf1e-53f2-802b-054fa9249172?invoiceType=restaurant_to_customer,0,0,0,,-6.29,0,-6.29,-1.32,-7.61,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=d32b6d13-9ede-5beb-973f-c375e9594017,0,0,0,,0,27.35,5/4/26,Completed,,0A2KV5VLQ9BN
,57a489eb-41c3-4198-8a2f-fc326069ac7e,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/2/26,3:41 PM,Delivery - Partner Using Uber App,,iOS,Spicy V,Que_Chille,,Count,Count,0,0,0,1,1,1,1,13.9,,14,0,1.4,0,15.4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,57a489eb-41c3-4198-8a2f-fc326069ac7e,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/2/26,3:41 PM,Delivery - Partner Using Uber App,,iOS,Agua 50cl,Agua_Solán_de_Cabras,,Count,Count,0,0,0,1,1,1,1,2,,1.82,0,0.18,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,57a489eb-41c3-4198-8a2f-fc326069ac7e,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/2/26,3:41 PM,Delivery - Partner Using Uber App,,iOS,Fanta Naranja lata 330ml.,Fanta_Naranja_lata_3,,Count,Count,0,0,0,1,1,1,1,2.8,,2.55,0,0.25,0,2.8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,57a489eb-41c3-4198-8a2f-fc326069ac7e,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/2/26,3:41 PM,Delivery - Partner Using Uber App,,iOS,The Trufa Corp,The_Trufa_Corp,,Count,Count,0,0,0,1,1,1,1,14.9,,21.27,0,2.13,0,23.4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#DBEF3,d4832ef6-f885-437d-bf03-70e12aadbef3,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/2/26,9:29 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Uber One member,32.64,0,3.26,0,35.9,0,0,0,0,0,-8.7,0,-0.87,0,-9.57,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.33,https://restaurant.uber.com/manager/payments/invoices/order/e796aac9-c38d-5dd1-8500-d34c5359c3ce?invoiceType=restaurant_to_customer,0,0,0,,-5.13,0,-5.13,-1.08,-6.21,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=d32b6d13-9ede-5beb-973f-c375e9594017,0,0,0,,0,20.12,5/4/26,Completed,,0A2KV5VLQ9BN
,d4832ef6-f885-437d-bf03-70e12aadbef3,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/2/26,9:29 PM,Delivery - Partner Using Uber App,,iOS,Pleasure for 2,Pleasure_for_2,,Count,Count,0,0,0,1,1,1,1,31.9,,32.64,0,3.26,0,35.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#5724D,fee65e89-7fec-48c2-ada0-ccdbdc45724d,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/2/26,10:48 PM,Delivery - Partner Using Uber App,Unknown,Android,,,,,,,,,,,,,,Uber One member,36.73,0,3.67,0,40.4,0,0,0,0,0,-10.48,0,-1.04,0,-11.52,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.88,https://restaurant.uber.com/manager/payments/invoices/order/d2231fe5-8666-5a89-bf6c-de0c33c3321e?invoiceType=restaurant_to_customer,0,0,0,,-5.63,0,-5.63,-1.18,-6.81,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=d32b6d13-9ede-5beb-973f-c375e9594017,0,0,0,,0,22.07,5/4/26,Completed,,0A2KV5VLQ9BN
,fee65e89-7fec-48c2-ada0-ccdbdc45724d,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/2/26,10:48 PM,Delivery - Partner Using Uber App,,Android,Pleasure for 2,Pleasure_for_2,,Count,Count,0,0,0,1,1,1,1,31.9,,30.82,0,3.08,0,33.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fee65e89-7fec-48c2-ada0-ccdbdc45724d,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/2/26,10:48 PM,Delivery - Partner Using Uber App,,Android,Fritas Bacon Queso,Fritas_Bacon_Queso,,Count,Count,0,0,0,1,1,1,1,6.5,,5.91,0,0.59,0,6.5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#5724D,fee65e89-7fec-48c2-ada0-ccdbdc45724d,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/2/26,10:48 PM,,,Unknown,,,,,,,,,,,,,,Uber One member,0,0,0,0,0,-17.61,0,-1.76,0,-19.38,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.38,,0,0,0,,0,0,0,0,0,,0,0,0,,0,-19.38,5/4/26,Refund,,0A2KV5VLQ9BN
,fee65e89-7fec-48c2-ada0-ccdbdc45724d,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/2/26,10:48 PM,,,Unknown,Pleasure for 2,Pleasure_for_2,,Count,Count,0,0,0,1,1,1,1,31.9,,0,0,0,0,0,-33.9,0,3.08,0,-33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/3/26,,,,Unknown,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,Ad Spend,-22.31,-22.31,5/4/26,,,0A2KV5VLQ9BN
#75590,f513f341-b3f8-4153-9a94-3e05d7c75590,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/3/26,2:36 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Uber One member,51.55,0,5.15,0,56.7,0,0,0,0,0,-12.2,0,-1.21,0,-13.41,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.29,https://restaurant.uber.com/manager/payments/invoices/order/7d0c62fc-75c9-5b49-8bff-0adf663b100c?invoiceType=restaurant_to_customer,0,0,0,,-8.44,0,-8.44,-1.77,-10.21,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=d32b6d13-9ede-5beb-973f-c375e9594017,0,0,0,,0,33.08,5/4/26,Completed,,0A2KV5VLQ9BN
,f513f341-b3f8-4153-9a94-3e05d7c75590,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/3/26,2:36 PM,Delivery - Partner Using Uber App,,iOS,Salsa Trufada,Salsa_Trufada,,Count,Count,0,0,0,1,1,1,1,1.8,,1.64,0,0.16,0,1.8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f513f341-b3f8-4153-9a94-3e05d7c75590,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/3/26,2:36 PM,Delivery - Partner Using Uber App,,iOS,Nuestras Fritas,Nuestras_Fritas,,Count,Count,0,0,0,3,3,3,3,3.4,,9.27,0,0.93,0,10.2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f513f341-b3f8-4153-9a94-3e05d7c75590,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/3/26,2:36 PM,Delivery - Partner Using Uber App,,iOS,The Trufa Corp,The_Trufa_Corp,,Count,Count,0,0,0,3,3,3,3,14.9,,40.64,0,4.06,0,44.7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#CE8D4,426830bd-9bc4-4c33-9c59-46d6186ce8d4,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/3/26,2:22 PM,Delivery - Partner Using Uber App,Unknown,Unknown,,,,,,,,,,,,,,Non-member,18.55,0,1.85,0,20.4,0,0,0,0,0,-5.57,0,-0.55,0,-6.12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28,https://restaurant.uber.com/manager/payments/invoices/order/2ac7076a-28e3-576b-a461-4dc1de6660f5?invoiceType=restaurant_to_customer,0,0,0,,-2.57,0,-2.57,-0.54,-3.11,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=d32b6d13-9ede-5beb-973f-c375e9594017,0,0,0,,0,11.17,5/4/26,Completed,,0A2KV5VLQ9BN
,426830bd-9bc4-4c33-9c59-46d6186ce8d4,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/3/26,2:22 PM,Delivery - Partner Using Uber App,,Unknown,Cheese Bacon,Cheese_Bacon_V,,Count,Count,0,0,0,1,1,1,1,13.9,,12.64,0,1.26,0,13.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,426830bd-9bc4-4c33-9c59-46d6186ce8d4,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/3/26,2:22 PM,Delivery - Partner Using Uber App,,Unknown,Fritas Bacon Queso,Fritas_Bacon_Queso,,Count,Count,0,0,0,1,1,1,1,6.5,,5.91,0,0.59,0,6.5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,426830bd-9bc4-4c33-9c59-46d6186ce8d4,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/3/26,2:22 PM,Delivery - Partner Using Uber App,,Unknown,Coca-Cola Zero Azúcar lata 330ml.,Coca-Cola_Zero_Azúca,,Count,Count,0,0,0,3,3,3,3,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#68FDB,fb3377eb-f36a-4a83-acdc-5e1460168fdb,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/3/26,3:14 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Non-member,20.36,0,2.04,0,22.4,0,0,0,0,0,-6.11,0,-0.61,0,-6.72,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.68,https://restaurant.uber.com/manager/payments/invoices/order/4753c218-811e-5469-aacc-5ca36044294f?invoiceType=restaurant_to_customer,0,0,0,,-2.82,0,-2.82,-0.59,-3.41,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=d32b6d13-9ede-5beb-973f-c375e9594017,0,0,0,,0,12.27,5/4/26,Completed,,0A2KV5VLQ9BN
,fb3377eb-f36a-4a83-acdc-5e1460168fdb,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/3/26,3:14 PM,Delivery - Partner Using Uber App,,iOS,Alitas BBK,Alitas_BBK,,Count,Count,0,0,0,1,1,1,1,8.5,,7.73,0,0.77,0,8.5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fb3377eb-f36a-4a83-acdc-5e1460168fdb,,,742103f3-6a55-5738-86dd-9901b0f26beb,5/3/26,3:14 PM,Delivery - Partner Using Uber App,,iOS,The Trufa Corp Chicken,The_Trufada_Corp_Chi,,Count,Count,0,0,0,1,1,1,1,13.9,,12.63,0,1.27,0,13.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#D3CF0,db9e868d-160a-4c62-b3a4-14b18e0d3cf0,GULA - Cartagena,,742103f3-6a55-5738-86dd-9901b0f26beb,5/3/26,8:29 PM,Delivery - Partner Using Uber App,Unknown,iOS,,,,,,,,,,,,,,Non-member,33,0,3.3,0,36.3,0,0,0,0,0,-9.9,0,-0.99,0,-10.89,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.41,https://restaurant.uber.com/manager/payments/invoices/order/3f767b69-7efb-547a-b4a5-074d29ac42c3?invoiceType=restaurant_to_customer,0,0,0,,-4.57,0,-4.57,-0.96,-5.53,https://restaurant.uber.com/manager/payments/download-invoice?invoiceUUID=d32b6d13-9ede-5beb-973f-c375e9594017,0,0,0,,0,19.88,5/4/26,Cancelled,,0A2KV5VLQ9BN
