Campaign UUID,Offer type,Status,Start date,End date,Stores,Audience,Sales (EUR),New customers,Orders,Uber funding (%),Items
0322740d-545a-485d-9251-6af0286792f1,"Buy 1, Get 1 Free",CANCELED,"Jan 23, 2026","Jan 23, 2027",1,"All customers","€0",0,0,0,""
97a2623c-3119-46fe-a002-70d2f60f7e8f,"Buy 1, Get 1 Free",CANCELED,"Jan 23, 2026","Jan 23, 2027",1,"All customers","€0",0,0,0,""
cbf47c9a-5725-4db6-8bec-1c7c0b4a2516,"Buy 1, Get 1 Free",CANCELED,"Jan 23, 2026","Jan 23, 2027",1,"All customers","€0",0,0,0,""
837039a3-aa69-44f5-9f71-3eb8b676101b,"Save on Menu Items",CANCELED,"Jan 23, 2026","Jan 23, 2027",1,"All customers","€0",0,0,0,""
f4cfcda1-494a-4883-8577-a6a0c974314a,"Buy 1, Get 1 Free",CANCELED,"Jan 18, 2026","Jan 18, 2027",1,"All customers","€0",0,0,0,""
89166730-2719-44cf-96c2-38977e198fd6,"Save on Menu Items",CANCELED,"Jan 17, 2026","Jan 17, 2027",1,"All customers","€0",0,0,0,""
91159665-c73b-45b8-ae1f-d1b535b05168,"Save on Menu Items",CANCELED,"Jan 16, 2026","Jan 16, 2027",1,"All customers","€0",0,0,0,""
3a39db45-883f-4a54-b6b4-61f0db482e32,"Save on Menu Items",CANCELED,"Jan 16, 2026","Jan 16, 2027",1,"All customers","€0",0,0,0,""
e0db636c-4a94-46a9-b51b-270ea3d401c1,"Save on Menu Items",CANCELED,"Jan 16, 2026","Jan 16, 2027",1,"All customers","€0",0,0,0,""
95946d2a-1086-420c-a687-d8bc005edb32,"Buy 1, Get 1 Free",CANCELED,"Jan 11, 2026","Jan 11, 2027",1,"All customers","€0",0,0,0,""
57727991-99a4-481c-a4ea-65125c5ea089,"Save on Menu Items",CANCELED,"Jan 9, 2026","Jan 9, 2027",1,"All customers","€0",0,0,0,""
5a181a67-fe61-4cc2-9f61-a511579f4dc8,"Save on Menu Items",CANCELED,"Jan 9, 2026","Jan 9, 2027",1,"All customers","€0",0,0,0,""
fc03645c-fda0-4de8-8704-f6053fb5f367,"€0 Delivery Fee",CANCELED,"Jan 9, 2026","Jan 9, 2027",1,"All customers","€0",0,0,0,""
13ddd8e9-eaf8-4318-a94e-b8b750f673e2,"Buy 1, Get 1 Free",CANCELED,"Jan 4, 2026","Jan 4, 2027",1,"All customers","€0",0,0,0,""
4ac6cd73-b37e-41a0-af29-80f5b109cd61,"Buy 1, Get 1 Free",CANCELED,"Jan 4, 2026","Jan 4, 2027",1,"All customers","€0",0,0,0,""
07e62ea7-520b-4849-b090-135f30a698d3,"Buy 1, Get 1 Free",CANCELED,"Jan 4, 2026","Jan 4, 2027",1,"All customers","€0",0,0,0,""
4e771f1a-04e0-4ca1-84a2-24ce7e0fcf7d,"Save on Menu Items",CANCELED,"Jan 4, 2026","Jan 4, 2027",1,"All customers","€0",0,0,0,""
0eebf8af-1724-41f1-9f97-9d4adb75b396,"Save on Menu Items",CANCELED,"Jan 2, 2026","Jan 2, 2027",1,"All customers","€0",0,0,0,""
281e5277-c01c-45c5-abe3-8a215e93b7c1,"Save on Menu Items",CANCELED,"Jan 2, 2026","Jan 2, 2027",1,"All customers","€0",0,0,0,""
83062f27-20c9-4fe6-bd96-af7ba0b4f225,"Save on Menu Items",CANCELED,"Jan 2, 2026","Jan 2, 2027",1,"All customers","€0",0,0,0,""
29a93b4e-7c39-440e-a9b5-73b1228a72c5,"Save on Menu Items",CANCELED,"Dec 28, 2025","Dec 28, 2026",1,"All customers","€0",0,0,0,""
5ade6881-95e8-4aa5-b5d2-3cf9f5ec5c48,"Save on Menu Items",CANCELED,"Dec 27, 2025","Dec 27, 2026",1,"All customers","€0",0,0,0,""
94339a66-e95c-4150-bc6d-62fdb4a4ddd6,"€0 Delivery Fee",CANCELED,"Dec 26, 2025","Dec 26, 2026",1,"All customers","€0",0,0,0,""
c60e9fb7-2fd5-497f-a17c-44775935caaf,"Buy 1, Get 1 Free",CANCELED,"Dec 21, 2025","Dec 21, 2026",1,"All customers","€0",0,0,0,""
ec13ddf8-fa28-43bf-a14c-420d83ac80d4,"Save on Menu Items",CANCELED,"Dec 21, 2025","Dec 21, 2026",1,"All customers","€0",0,0,0,""
d3a29498-85e8-4e3c-b67c-d337401498ac,"€0 Delivery Fee",CANCELED,"Dec 20, 2025","Dec 20, 2026",1,"All customers","€0",0,0,0,""
a2e392be-57ba-4804-a518-7959d97df49d,"Buy 1, Get 1 Free",CANCELED,"Dec 20, 2025","Dec 20, 2026",1,"All customers","€0",0,0,0,""
604afab3-a15f-417e-8a4c-158ed4618f0b,"Save on Menu Items",CANCELED,"Dec 20, 2025","Dec 20, 2026",1,"All customers","€0",0,0,0,""
bacdfc0a-3bfd-4ba0-ab3d-90d17ae67410,"Save on Menu Items",CANCELED,"Dec 19, 2025","Dec 19, 2026",1,"All customers","€0",0,0,0,""
2826176c-456b-4a8c-92e0-5caefe21cc93,"Save on Menu Items",CANCELED,"Dec 14, 2025","Dec 14, 2026",1,"All customers","€0",0,0,0,""
43ff7f3d-0921-4170-9daf-fbc31e009b7e,"Buy 1, Get 1 Free",CANCELED,"Dec 14, 2025","Dec 14, 2026",1,"All customers","€0",0,0,0,""
dc6e8b95-fa92-4ce9-8d97-f3f7bae3f6a2,"Save on Menu Items",CANCELED,"Dec 14, 2025","Dec 14, 2026",1,"All customers","€0",0,0,0,""
12fd0f23-1377-485c-ac3c-247e07dc5c60,"Save on Menu Items",CANCELED,"Dec 7, 2025","Dec 7, 2026",1,"All customers","€0",0,0,0,""
9940a4a5-3ded-4ce6-a6cc-3a1b813c6fc1,"Buy 1, Get 1 Free",CANCELED,"Dec 7, 2025","Dec 7, 2026",1,"All customers","€0",0,0,0,""
3d9219d6-416e-4a79-a8ff-ccf267b26dd9,"Save on Menu Items",CANCELED,"Nov 30, 2025","Nov 30, 2026",1,"All customers","€0",0,0,0,""
f2ddf9de-4be2-4b71-935e-58e4a2f9cc0c,"Buy 1, Get 1 Free",CANCELED,"Nov 30, 2025","Nov 30, 2026",1,"All customers","€0",0,0,0,""
9c2837aa-16a5-486c-be77-83f9bed01dd3,"Save on Menu Items",CANCELED,"Nov 30, 2025","Nov 30, 2026",1,"All customers","€0",0,0,0,""
2c8c9e60-8a79-4696-a84a-aec9f4c24fe0,"Save on Menu Items",CANCELED,"Nov 29, 2025","Nov 29, 2026",1,"All customers","€0",0,0,0,""
dc3b68bb-7e86-4ecc-97b7-f57ed7dd5b8a,"€0 Delivery Fee",CANCELED,"Nov 29, 2025","Nov 29, 2026",1,"All customers","€0",0,0,0,""
a13474b8-a03b-4c51-a7e0-241395481c86,"Save on Menu Items",CANCELED,"Nov 29, 2025","Nov 29, 2026",1,"All customers","€0",0,0,0,""
8849eb3e-c48b-4b5e-9b72-72430d189020,"Save on Menu Items",CANCELED,"Nov 29, 2025","Nov 29, 2026",1,"All customers","€0",0,0,0,""
e8a43d31-c228-451f-a83d-9bfcd15edabf,"Save on Menu Items",CANCELED,"Nov 29, 2025","Nov 29, 2026",1,"All customers","€0",0,0,0,""
e2c7a1f1-de4e-436d-bc2d-035955fb3836,"Save on Menu Items",CANCELED,"Nov 28, 2025","Nov 28, 2026",1,"All customers","€0",0,0,0,""
0c053ace-f0fc-4d04-a30e-fb524cf31043,"Save on Menu Items",CANCELED,"Nov 21, 2025","Nov 21, 2026",1,"All customers","€0",0,0,0,""
c9b7261a-4588-4bdf-b2a1-39db3bf1c6f7,"Save on Menu Items",CANCELED,"Nov 21, 2025","Nov 21, 2026",1,"All customers","€0",0,0,0,""
1a328974-8bc3-4983-be37-c780e3f21ecf,"Buy 1, Get 1 Free",CANCELED,"Nov 21, 2025","Nov 21, 2026",1,"All customers","€0",0,0,0,""
7953ab9d-bc5e-4c50-b74b-bc65b42fa12d,"Buy 1, Get 1 Free",CANCELED,"Nov 20, 2025","Nov 20, 2026",1,"All customers","€0",0,0,0,""
b9cb706a-50d2-4594-914d-e2ab534d8c5c,"Save on Menu Items",CANCELED,"Nov 20, 2025","Nov 20, 2026",1,"All customers","€0",0,0,0,""
9a83fdc5-4297-4ef0-bcb1-106367b1a26e,"Save on Menu Items",CANCELED,"Nov 15, 2025","Nov 15, 2026",1,"All customers","€0",0,0,0,""
cdc7f9f2-e910-45a1-a727-defdc8db305b,"Buy 1, Get 1 Free",CANCELED,"Nov 15, 2025","Nov 15, 2026",1,"All customers","€0",0,0,0,""
4d6fd77b-94e4-44e8-85e0-6fc53e2af413,"Buy 1, Get 1 Free",CANCELED,"Nov 15, 2025","Nov 15, 2026",1,"All customers","€0",0,0,0,""
b9568766-93e5-4e9f-bafb-5d284819125a,"Save on Menu Items",CANCELED,"Nov 15, 2025","Nov 15, 2026",1,"All customers","€0",0,0,0,""
2b169290-5892-4348-ba21-c744442731f0,"Save on Menu Items",CANCELED,"Nov 14, 2025","Nov 14, 2026",1,"All customers","€0",0,0,0,""
80e1bfdb-6363-41d4-8779-1a2f64337f95,"Buy 1, Get 1 Free",CANCELED,"Nov 14, 2025","Nov 14, 2026",1,"All customers","€0",0,0,0,""
383a40bb-3984-48c4-a438-b0c022b0820d,"Buy 1, get a free item",CANCELED,"Nov 14, 2025","Nov 14, 2026",1,"All customers","€0",0,0,0,""
732a65e6-5c1a-4ce9-9fd8-69e5eccb1232,"Save on Menu Items",CANCELED,"Nov 14, 2025","Nov 14, 2026",1,"All customers","€0",0,0,0,""
65e32590-f00b-4903-94ad-236def7770e6,"Save on Menu Items",CANCELED,"Nov 14, 2025","Nov 14, 2026",1,"All customers","€0",0,0,0,""
5280e0c1-ced4-4b62-bd6c-aab25b3eb3ed,"Save on Menu Items",CANCELED,"Nov 13, 2025","Nov 13, 2026",1,"All customers","€0",0,0,0,""
e9418820-c129-441a-a984-845104044d61,"€0 Delivery Fee",CANCELED,"Nov 13, 2025","Nov 13, 2026",1,"All customers","€0",0,0,0,""
6cbc559b-fb03-44db-95af-86ccc0e0f6f3,"Buy 1, Get 1 Free",CANCELED,"Nov 13, 2025","Nov 13, 2026",1,"All customers","€0",0,0,0,""
2689f7dc-c132-48fb-a632-b0cbec99400d,"Save on Menu Items",CANCELED,"Nov 13, 2025","Nov 13, 2026",1,"All customers","€0",0,0,0,""
e9124d8c-2148-4d29-9934-ffed5b556385,"Buy 1, Get 1 Free",CANCELED,"Nov 8, 2025","Nov 8, 2026",1,"All customers","€0",0,0,0,""
a61ca3f3-c417-4b9d-8e6a-a71a65a7bfcc,"Save on Menu Items",CANCELED,"Nov 7, 2025","Nov 7, 2026",1,"All customers","€0",0,0,0,""
e90c41cb-edd3-44cd-ba72-be1399cc6dcc,"Buy 1, Get 1 Free",CANCELED,"Nov 7, 2025","Nov 7, 2026",1,"All customers","€0",0,0,0,""
b37d08ac-88ee-447e-af56-1a0d70fb213e,"Buy 1, Get 1 Free",CANCELED,"Oct 25, 2025","Oct 25, 2026",1,"All customers","€0",0,0,0,""
e108a8b5-605a-4c1a-9c5e-fd27129a7e19,"Buy 1, Get 1 Free",CANCELED,"Oct 19, 2025","Oct 19, 2026",1,"All customers","€0",0,0,0,""
08518355-d1e1-4e4c-a3a2-66329e41f2ae,"Save on Menu Items",CANCELED,"Oct 19, 2025","Oct 19, 2026",1,"All customers","€0",0,0,0,""
3a45a765-b96b-4eb3-99cc-c47796f67c8e,"Save on Menu Items",CANCELED,"Oct 19, 2025","Oct 19, 2026",1,"All customers","€0",0,0,0,""
ae553024-94de-47bc-b390-5a473b95c324,"Save on Menu Items",CANCELED,"Oct 15, 2025","Oct 15, 2026",1,"All customers","€0",0,0,0,""
93c4ea31-a0f6-4298-94a7-35be363154fb,"Save on Menu Items",CANCELED,"Oct 12, 2025","Oct 12, 2026",1,"All customers","€0",0,0,0,""
c529cf26-5035-435b-8c26-943884113537,"€0 Delivery Fee",CANCELED,"Oct 1, 2025","Oct 1, 2026",1,"All customers","€0",0,0,0,""
d126a3de-c1a1-44b5-9b8f-829de8cab478,"Save on Menu Items",CANCELED,"Oct 1, 2025","Oct 1, 2026",1,"All customers","€0",0,0,0,""
3e6ac2c3-44e4-4f91-bf87-cc84e81536aa,"Save on Menu Items",CANCELED,"Sep 28, 2025","Sep 28, 2026",1,"All customers","€0",0,0,0,""
e4c934ac-0bac-4ce1-a980-5b5916e2b7dc,"Save on Menu Items",CANCELED,"Sep 27, 2025","Sep 27, 2026",1,"All customers","€0",0,0,0,""
4414328c-eed1-48cb-bf46-d4a3cc4e5ad3,"€0 Delivery Fee",CANCELED,"Sep 20, 2025","Sep 20, 2026",1,"New customers only","€0",0,0,0,""
ceda04f5-b720-49b7-8c04-70f54c2b4b83,"Save on Menu Items",CANCELED,"Sep 20, 2025","Sep 20, 2026",1,"All customers","€0",0,0,0,""
5c407251-ecbb-4178-b0a8-16ff2559d34f,"Save on Menu Items",CANCELED,"Sep 11, 2025","Sep 11, 2026",1,"All customers","€0",0,0,0,""
6be45d19-0fde-4e7b-ba31-fbfc26bb3ae7,"Save on Menu Items",CANCELED,"Sep 10, 2025","Sep 10, 2026",1,"All customers","€0",0,0,0,""
29f4b460-b3d9-4d54-af03-02dc055de4f4,"Save on Menu Items",CANCELED,"Sep 7, 2025","Sep 7, 2026",1,"All customers","€0",0,0,0,""
a9b1cb62-cc07-4526-9bf9-e3d015e84ebc,"Save on Menu Items",CANCELED,"Sep 7, 2025","Sep 7, 2026",1,"All customers","€0",0,0,0,""
e20f600d-4a4c-4788-bbd7-a4191f607091,"30% off",CANCELED,"Sep 7, 2025","Sep 7, 2026",1,"All customers","€0",0,0,0,""
c652193d-edd0-415e-92df-06a89b1a861b,"Buy 1, Get 1 Free",CANCELED,"Sep 7, 2025","Sep 7, 2026",1,"All customers","€0",0,0,0,""
184259e3-8f39-4879-a6ed-c4a682a4e73e,"30% off",CANCELED,"Sep 7, 2025","Sep 7, 2026",1,"All customers","€0",0,0,0,""
2572eab8-982f-4ae8-8ae9-c52357bdcf82,"€0 Delivery Fee",CANCELED,"Sep 6, 2025","Sep 6, 2026",1,"All customers","€0",0,0,0,""
ec766578-f731-4260-810c-0ebc46ef5b4b,"Save on Menu Items",CANCELED,"Sep 6, 2025","Sep 6, 2026",1,"All customers","€0",0,0,0,""
c3ab3325-cad8-46f6-b256-2fd77cf886bb,"€0 Delivery Fee",CANCELED,"Sep 5, 2025","Sep 5, 2026",1,"All customers","€0",0,0,0,""
3f6cdd90-4d91-471e-91dc-580bf91e2800,"Save on Menu Items",CANCELED,"Jun 8, 2025","Jun 8, 2026",1,"All customers","€0",0,0,0,""
e384f3af-d905-48ff-880a-b4f3a25f8dbb,"Save on Menu Items",CANCELED,"Jun 1, 2025","Jun 1, 2026",1,"All customers","€0",0,0,0,""
455a7c8d-146e-4195-90a2-cf07b2d5dc6b,"Buy 1, Get 1 Free",CANCELED,"May 24, 2025","May 24, 2026",1,"All customers","€0",0,0,0,""
b61a1112-a5e7-4d7a-9356-a042c281a340,"Save on Menu Items",CANCELED,"May 9, 2025","May 9, 2026",1,"All customers","€0",0,0,0,""
6bb2a26d-6913-4eef-b2a4-a767e0bb9dbd,"Save on Menu Items",CANCELED,"May 2, 2025","May 2, 2026",1,"All customers","€0",0,0,0,""
